Training Fraction,Training AUC,Test AUC
0.2,0.9492256159687111,0.9043409304511277
0.4,0.9379513104730108,0.9045634346856152
0.6,0.9334248492417574,0.9047413347930267
0.8,0.9301188487305825,0.9062015228662315
1.0,0.9281036549262501,0.9058545660166902
