Threshold,Precision,Recall,F1
0.3,0.4668375520666453,0.9292091836734694,0.6214544679036041
0.4,0.5088365243004418,0.8813775510204082,0.6451914098972923
0.5,0.5577172503242542,0.8227040816326531,0.6647771192991497
0.6,0.6171669299631385,0.7474489795918368,0.6760888376117681
0.7,0.6798941798941799,0.6556122448979592,0.6675324675324675
